B,family,point,pattern,delta_R_weighted_nonfail,delta_R_count,delta_R_count_nonfail,delta_clean_starts,delta_clean_ratio,delta_starts,delta_attack_starts,delta_busy_steps,delta_utilization,delta_failures,delta_attack_failures,delta_clean_failures,delta_cost_per_step,delta_D95,delta_expired,delta_horizon,delta_final_active_Tminus1,delta_unfinished_T,delta_idle_with_waiting,delta_competition_steps,delta_no_eligible_with_free_waiting,delta_expiry_with_free_slot
1,A,Q70,cfB,-0.20286553429325882,-0.4378504797087198,-0.4200042522656603,-3.5,-0.0663265306122449,-88.5,-85.0,-89.0,-0.16481481481481486,-3.5,-3.5,0.0,-6.8139899930413925,2.5,-53.0,-6.0,0.0,0.0,-102.0,-141.5,-102.0,-50.5
1,A,Q70,cfC,-0.1869816505368832,-0.34740745781164944,-0.329443385955362,-2.5,-0.056129032258064517,-62.0,-59.5,-68.5,-0.12685185185185183,-4.0,-3.0,-1.0,-4.938025092095989,0.5750000000000028,-70.0,-3.0,0.0,0.0,-101.0,-152.0,-101.0,-62.5
1,A,Q70,cfD,-0.13978249296524448,-0.29798454469507096,-0.29213659147869675,-3.0,-0.08830950378469303,-53.5,-50.5,-50.5,-0.0935185185185185,-2.5,-1.0,-1.5,-4.247981853920639,1.5,-37.5,0.0,0.0,0.0,-104.5,-129.0,-104.5,-32.5
1,A,Q80,cfA,-0.29128335123731935,-0.38471120309685336,-0.37605879422022925,-4.5,-0.07456004939796233,-92.5,-88.0,-122.5,-0.22685185185185186,-4.0,-2.0,-2.0,-6.035106020582165,-2.7250000000000014,-139.5,0.0,0.0,0.0,-137.0,-277.0,-137.0,-120.0
1,A,Q80,cfB,-0.21580553937431213,-0.4711643234911101,-0.45331809604805057,-4.0,-0.07525510204081633,-95.5,-91.5,-102.5,-0.18981481481481483,-3.5,-3.5,0.0,-7.532597182282225,2.5,-59.0,-6.0,0.0,0.0,-102.0,-144.0,-102.0,-54.5
1,A,Q80,cfC,-0.27970460661105434,-0.45903647250952645,-0.441072400653239,-3.0,-0.06612903225806452,-81.5,-78.5,-108.5,-0.2009259259259259,-4.0,-3.0,-1.0,-6.1041994575871525,0.5750000000000028,-72.5,-3.0,0.0,0.0,-101.0,-181.0,-101.0,-64.5
1,A,Q80,cfD,-0.15758697323835347,-0.33615288220551376,-0.33030492898913955,-3.5,-0.10050462573591254,-60.5,-57.0,-61.5,-0.11388888888888887,-2.5,-1.0,-1.5,-4.94713404160712,1.5,-39.0,0.0,0.0,0.0,-104.5,-129.0,-104.5,-34.0
1,A,Q90,cfA,-0.4827749882125341,-0.5257847533632287,-0.5171323444866046,-4.5,-0.07456004939796233,-124.5,-120.0,-182.0,-0.337037037037037,-4.0,-2.0,-2.0,-8.102650667028275,-7.0,-141.5,0.0,0.0,0.0,-137.0,-312.5,-137.0,-121.5
1,A,Q90,cfB,-0.19964865672867438,-0.4662476413213915,-0.448401413878332,-4.0,-0.07525510204081633,-94.5,-90.5,-108.0,-0.2,-3.5,-3.5,0.0,-7.336581274559005,0.5,-80.0,-6.0,0.0,0.0,-102.0,-159.5,-102.0,-71.0
1,A,Q90,cfC,-0.39264416264069374,-0.5501667120304845,-0.532202640174197,-3.0,-0.06612903225806452,-97.0,-94.0,-131.0,-0.24259259259259255,-4.0,-3.0,-1.0,-6.924278091206087,-3.924999999999997,-80.0,-3.0,0.0,0.0,-101.0,-204.5,-101.0,-69.5
1,A,Q90,cfD,-0.10826904172405727,-0.3067564745196324,-0.3009085213032582,-3.5,-0.10050462573591254,-55.5,-52.0,-65.0,-0.12037037037037035,-2.5,-1.0,-1.5,-4.663134874474527,1.5,-58.0,0.0,0.0,0.0,-104.5,-133.0,-104.5,-50.5
1,A,NONE_ACCEPT,cfA,-0.6390142032888245,-0.6238358054501553,-0.6151833965735312,-4.5,-0.07456004939796233,-147.0,-142.5,-214.0,-0.3962962962962963,-4.0,-2.0,-2.0,-9.537257878298323,,-141.5,0.0,0.0,0.0,-137.0,-320.5,-137.0,-121.5
1,A,NONE_ACCEPT,cfB,-0.7378106050302424,-0.7959842666170569,-0.7781380391739974,-4.0,-0.07525510204081633,-158.5,-154.5,-205.0,-0.37962962962962965,-3.5,-3.5,0.0,-10.752689799607563,,-82.0,-6.0,0.0,0.0,-102.0,-242.0,-102.0,-73.0
1,A,NONE_ACCEPT,cfC,-0.7468978861266601,-0.7362717746325531,-0.7183077027762657,-3.0,-0.06612903225806452,-129.0,-126.0,-179.5,-0.3324074074074074,-4.0,-3.0,-1.0,-8.191458013352293,,-80.0,-3.0,0.0,0.0,-101.0,-235.0,-101.0,-69.5
1,A,NONE_ACCEPT,cfD,-0.757773440030646,-0.7726608187134503,-0.7668128654970761,-3.5,-0.10050462573591254,-134.5,-131.0,-180.0,-0.3333333333333333,-2.5,-1.0,-1.5,-8.805270331670336,,-70.0,0.0,0.0,0.0,-104.5,-243.0,-104.5,-62.5
1,B,ALL_ACCEPT,cfA,0.04866740875043141,0.154871411597869,0.1420508987773561,54.5,0.9010497066995986,90.0,35.5,91.5,0.16944444444444434,10.5,3.0,7.5,4.963068749787681,-3.0,-90.0,0.0,0.0,0.0,-137.0,-160.0,-137.0,-91.0
1,B,ALL_ACCEPT,cfB,-0.0015947257129512726,0.012849815292210298,0.01284981529221041,47.5,0.9068877551020409,50.0,2.5,51.5,0.09537037037037033,6.0,0.0,6.0,3.0967851039368526,-1.5500000000000114,-44.5,-5.5,0.5,0.0,-102.0,-78.5,-102.0,-47.0
1,B,ALL_ACCEPT,cfC,0.00790954893564122,0.06518780620577025,0.06534090909090906,36.0,0.9038709677419354,47.5,11.5,48.5,0.08981481481481485,4.5,0.0,4.5,2.8683184442031227,-2.424999999999997,-44.5,-3.0,0.5,0.0,-101.0,-84.5,-101.0,-47.0
1,B,ALL_ACCEPT,cfD,-0.0037645448323065933,0.02365288220551376,0.017700501253132828,31.0,0.8873002523128679,35.0,4.0,35.5,0.06574074074074077,4.5,1.0,3.5,1.5517316845785416,-3.0,-35.0,0.0,0.0,0.0,-104.5,-81.5,-104.5,-37.0
1,B,Q10,cfA,0.046442858739980664,0.14825035452838142,0.13542984170786854,34.5,0.5657610373572091,68.5,34.0,70.0,0.1296296296296296,10.0,3.0,7.0,3.533822334286562,-3.200000000000003,-91.0,0.0,0.0,0.0,-137.0,-163.5,-137.0,-92.0
1,B,Q10,cfB,-0.002193289160676626,0.01031174422622061,0.01031174422622061,33.5,0.6364795918367347,35.5,2.0,37.0,0.06851851851851853,5.0,0.0,5.0,2.1854850979844933,-1.75,-45.0,-6.0,0.0,0.0,-102.0,-92.5,-102.0,-47.5
1,B,Q10,cfC,0.006312104846184385,0.05950598802395213,0.05965909090909083,22.5,0.5480645161290323,33.0,10.5,34.0,0.062962962962963,4.5,0.0,4.5,1.8981880301262848,-2.125,-46.0,-3.0,0.5,0.0,-101.0,-91.5,-101.0,-48.5
1,B,Q10,cfD,-0.0037645448323065933,0.02365288220551376,0.017700501253132828,15.5,0.4386038687973086,19.5,4.0,20.0,0.037037037037037035,3.5,1.0,2.5,0.7186473045692701,-3.0,-35.5,0.0,0.0,0.0,-104.5,-85.5,-104.5,-37.0
1,B,Q25,cfA,0.024978976993783042,0.08021923268560027,0.07177762446820735,9.5,0.13785118863846862,28.0,18.5,29.5,0.05462962962962964,4.5,2.0,2.5,1.3975933961792641,-2.325000000000003,-91.0,0.0,0.0,0.0,-137.0,-164.0,-137.0,-92.0
1,B,Q25,cfB,-0.008200575852680192,-0.015467616339330803,-0.015467616339330803,4.5,0.08801020408163267,1.5,-3.0,2.5,0.004629629629629595,2.0,0.0,2.0,-0.0218370053188206,-1.0,-45.0,-6.0,0.0,0.0,-102.0,-96.5,-102.0,-47.5
1,B,Q25,cfC,-0.0016867663278464784,0.028102885138813205,0.031096897114861077,2.5,0.06225806451612903,7.5,5.0,8.5,0.015740740740740722,1.5,-0.5,2.0,0.42982767652368636,-1.875,-46.0,-3.0,0.0,0.0,-101.0,-98.5,-101.0,-48.5
1,B,Q25,cfD,-0.00821777743977159,-0.01764828738512947,-0.020624477861320045,0.5,0.01724137931034482,-2.5,-3.0,-2.0,-0.003703703703703709,1.0,0.5,0.5,-0.5287772604518466,-2.875,-35.5,0.0,0.0,0.0,-104.5,-89.0,-104.5,-37.0
1,B,Q50,cfA,-0.06159801581707802,-0.17140968149936764,-0.16916752903299992,-1.5,-0.030719357826489657,-40.5,-39.0,-39.5,-0.07314814814814813,-2.5,-0.5,-2.0,-2.9791339890479787,-1.0,-104.0,0.0,0.0,0.0,-137.0,-168.5,-137.0,-99.0
1,B,Q50,cfB,-0.07344655784317011,-0.24970101257076038,-0.23946899832567037,-2.0,-0.036989795918367346,-50.5,-48.5,-50.5,-0.09351851851851856,-2.0,-2.0,0.0,-4.018964181783856,-0.20000000000000284,-51.5,-6.0,0.0,0.0,-102.0,-119.5,-102.0,-51.0
1,B,Q50,cfC,-0.082712824256986,-0.19108941208492114,-0.17611935220468156,-2.0,-0.046129032258064515,-34.5,-32.5,-34.0,-0.06296296296296294,-3.5,-2.5,-1.0,-2.525498551325547,-1.4249999999999972,-57.5,-3.0,0.0,0.0,-101.0,-120.5,-101.0,-56.5
1,B,Q50,cfD,-0.03562586085971897,-0.13267543859649122,-0.13267543859649122,-3.0,-0.08830950378469303,-25.5,-22.5,-26.5,-0.04907407407407405,-1.5,0.0,-1.5,-2.0558203856874346,-2.5,-42.5,0.0,0.0,0.0,-104.5,-114.0,-104.5,-42.0
1,B,Q60,cfA,-0.08080125603348132,-0.19747230845885555,-0.19523015599248789,-2.0,-0.03704847175054029,-47.0,-45.0,-47.0,-0.08703703703703708,-2.5,-0.5,-2.0,-3.3128664072056164,-1.0,-112.5,0.0,0.0,0.0,-137.0,-178.5,-137.0,-102.5
1,B,Q60,cfB,-0.1156263552682566,-0.3264012544183698,-0.3085550269753103,-2.5,-0.04591836734693878,-66.0,-63.5,-66.5,-0.12314814814814817,-3.5,-3.5,0.0,-5.035274340529961,-0.8000000000000114,-54.0,-6.0,0.0,0.0,-102.0,-128.0,-102.0,-53.0
1,B,Q60,cfC,-0.14461831356161892,-0.28145413718018514,-0.2634900653238977,-2.5,-0.056129032258064517,-50.5,-48.0,-52.5,-0.09722222222222218,-4.0,-3.0,-1.0,-3.8240208725773828,-1.4249999999999972,-63.5,-3.0,0.0,0.0,-101.0,-134.5,-101.0,-60.0
1,B,Q60,cfD,-0.0712601718761885,-0.21532999164578115,-0.20948203842940694,-3.0,-0.08830950378469303,-39.5,-36.5,-43.5,-0.08055555555555555,-2.5,-1.0,-1.5,-3.172781859799721,-2.200000000000003,-43.0,0.0,0.0,0.0,-104.5,-127.0,-104.5,-42.5
1,B,Q70,cfA,-0.13643894578737836,-0.25397646698095133,-0.24532405810432723,-4.0,-0.0682309354739117,-62.0,-58.0,-70.5,-0.1305555555555556,-4.0,-2.0,-2.0,-3.9904930583725733,-1.25,-130.5,0.0,0.0,0.0,-137.0,-218.0,-137.0,-114.5
1,B,Q70,cfB,-0.14283051865234053,-0.37002684242698064,-0.3521806149839211,-3.5,-0.0663265306122449,-75.5,-72.0,-80.0,-0.1481481481481482,-3.5,-3.5,0.0,-5.716711034695907,-0.5,-58.5,-6.0,0.0,0.0,-102.0,-138.5,-102.0,-57.0
1,B,Q70,cfC,-0.20547049086669367,-0.3573081110506261,-0.33934403919433864,-2.5,-0.056129032258064517,-63.5,-61.0,-77.5,-0.1435185185185185,-4.0,-3.0,-1.0,-4.584061326666521,-1.5,-69.5,-3.0,0.0,0.0,-101.0,-168.5,-101.0,-62.5
1,B,Q70,cfD,-0.08906746886821415,-0.2535505430242273,-0.2477025898078531,-3.0,-0.08830950378469303,-46.0,-43.0,-53.0,-0.09814814814814812,-2.5,-1.0,-1.5,-3.7943868358463213,-2.375,-43.0,0.0,0.0,0.0,-104.5,-131.5,-104.5,-42.5
1,B,Q80,cfA,-0.30994570474463734,-0.3900387106665134,-0.3813863017898893,-4.5,-0.07456004939796233,-93.5,-89.0,-125.5,-0.23240740740740742,-4.0,-2.0,-2.0,-5.953433539604086,-5.925000000000001,-140.0,0.0,0.0,0.0,-137.0,-283.5,-137.0,-120.0
1,B,Q80,cfB,-0.17752811259408297,-0.42190448348260556,-0.40405825603954604,-3.5,-0.0663265306122449,-85.5,-82.0,-94.0,-0.1740740740740741,-3.5,-3.5,0.0,-6.387465138916662,-0.7999999999999972,-61.0,-6.0,0.0,0.0,-102.0,-145.5,-102.0,-59.0
1,B,Q80,cfC,-0.28502942024257716,-0.4472135274904736,-0.42924945563418615,-2.5,-0.056129032258064517,-79.0,-76.5,-99.0,-0.1833333333333333,-4.0,-3.0,-1.0,-5.654561752079061,-1.6749999999999972,-70.5,-3.0,0.0,0.0,-101.0,-184.0,-101.0,-62.5
1,B,Q80,cfD,-0.09865839677992694,-0.2741750208855472,-0.26832706766917297,-3.0,-0.08830950378469303,-49.5,-46.5,-57.5,-0.10648148148148145,-2.5,-1.0,-1.5,-3.990479836639258,-2.200000000000003,-43.0,0.0,0.0,0.0,-104.5,-132.5,-104.5,-42.5
1,B,Q90,cfA,-0.5011925999018116,-0.5365739143766051,-0.5279215054999808,-4.5,-0.07456004939796233,-127.0,-122.5,-187.0,-0.3462962962962963,-4.0,-2.0,-2.0,-8.26954283696561,-7.950000000000001,-141.5,0.0,0.0,0.0,-137.0,-317.0,-137.0,-121.5
1,B,Q90,cfB,-0.2064323758028963,-0.4687857123873814,-0.4509394849443219,-4.0,-0.07525510204081633,-95.0,-91.0,-109.5,-0.20277777777777778,-3.5,-3.5,0.0,-7.229152539229987,0.0,-68.0,-6.0,0.0,0.0,-102.0,-151.0,-102.0,-63.0
1,B,Q90,cfC,-0.35671763643864085,-0.5262146162221013,-0.5082505443658138,-3.0,-0.06612903225806452,-93.0,-90.0,-122.5,-0.2268518518518518,-4.0,-3.0,-1.0,-6.622563904210181,-1.9249999999999972,-74.0,-3.0,0.0,0.0,-101.0,-191.0,-101.0,-64.5
1,B,Q90,cfD,-0.11647414392870314,-0.3065998329156224,-0.30075187969924816,-3.5,-0.10050462573591254,-55.5,-52.0,-65.0,-0.12037037037037035,-2.5,-1.0,-1.5,-4.640982133747861,-1.9500000000000028,-47.0,0.0,0.0,0.0,-104.5,-133.5,-104.5,-45.5
1,B,NONE_ACCEPT,cfA,-0.6390142032888245,-0.6238358054501553,-0.6151833965735312,-4.5,-0.07456004939796233,-147.0,-142.5,-214.0,-0.3962962962962963,-4.0,-2.0,-2.0,-9.537257878298323,,-141.5,0.0,0.0,0.0,-137.0,-320.5,-137.0,-121.5
1,B,NONE_ACCEPT,cfB,-0.7378106050302424,-0.7959842666170569,-0.7781380391739974,-4.0,-0.07525510204081633,-158.5,-154.5,-205.0,-0.37962962962962965,-3.5,-3.5,0.0,-10.752689799607563,,-82.0,-6.0,0.0,0.0,-102.0,-242.0,-102.0,-73.0
1,B,NONE_ACCEPT,cfC,-0.7468978861266601,-0.7362717746325531,-0.7183077027762657,-3.0,-0.06612903225806452,-129.0,-126.0,-179.5,-0.3324074074074074,-4.0,-3.0,-1.0,-8.191458013352293,,-80.0,-3.0,0.0,0.0,-101.0,-235.0,-101.0,-69.5
1,B,NONE_ACCEPT,cfD,-0.757773440030646,-0.7726608187134503,-0.7668128654970761,-3.5,-0.10050462573591254,-134.5,-131.0,-180.0,-0.3333333333333333,-2.5,-1.0,-1.5,-8.805270331670336,,-70.0,0.0,0.0,0.0,-104.5,-243.0,-104.5,-62.5
1,D,FIXED,cfA,0.013098669596115164,0.019336169560384753,0.014957264957264904,0.0,0.0,4.5,4.5,1.5,0.002777777777777768,1.0,1.0,0.0,0.37011494091893127,0.5,-4.5,0.0,0.0,0.0,1.5,8.0,1.5,-1.0
1,D,FIXED,cfB,-0.018231485592135055,0.002617801047120505,0.0,0.0,0.0,0.5,0.5,9.0,0.016666666666666663,0.5,0.5,0.0,0.05900279110370121,2.5,-0.5,0.0,0.0,0.0,-3.0,9.5,-3.0,1.0
1,D,FIXED,cfC,0.03477439877934885,0.04353225367446922,0.03485642351660312,0.5,0.016129032258064516,8.0,7.5,6.0,0.011111111111111127,2.0,1.5,0.5,0.44175014815201763,0.5750000000000028,-8.0,0.0,0.0,0.0,-3.0,4.5,-3.0,-6.0
1,D,FIXED,cfD,-0.042484571422133244,-0.005900167084377572,-0.020728905597326763,0.0,0.0,-1.0,-1.0,7.5,0.013888888888888895,2.5,2.5,0.0,-0.2360856315719264,1.5,1.0,0.0,0.0,0.0,-2.5,5.0,-2.5,4.0
2,A,ALL_ACCEPT,cfA,0.030374112294448308,0.07710513203786751,0.07272622743474766,49.0,0.8196974374807039,66.5,17.5,67.5,0.0625,6.0,1.0,5.0,3.771162818479496,-0.5,-66.5,0.0,0.0,0.0,-167.0,-125.5,-109.5,-65.5
2,A,ALL_ACCEPT,cfB,0.0036043720152021397,0.015467616339330803,0.015467616339330803,46.0,0.8775510204081632,49.0,3.0,49.5,0.04583333333333328,5.0,0.0,5.0,3.0061577640548585,-0.5,-43.5,-5.5,0.5,0.0,-122.5,-63.5,-98.5,-43.5
2,A,ALL_ACCEPT,cfC,0.010395037308216226,0.039925830157866105,0.037084921066957044,35.0,0.8716129032258064,42.0,7.0,42.0,0.03888888888888889,4.5,0.5,4.0,2.555552331297214,-0.5,-39.0,-3.0,0.5,0.0,-120.0,-61.0,-99.0,-39.0
2,A,ALL_ACCEPT,cfD,0.0023970277981989474,0.020572263993316575,0.020572263993316686,29.0,0.8233809924306139,32.5,3.5,32.5,0.030092592592592587,2.5,0.0,2.5,1.7401708645935745,0.0,-32.5,0.0,0.0,0.0,-113.0,-54.0,-94.0,-32.5
2,A,Q10,cfA,0.02740403544503145,0.06824192250201222,0.06386301789889226,25.0,0.4103118246372337,40.5,15.5,41.5,0.03842592592592592,5.5,1.0,4.5,2.084394934706694,-0.5,-66.5,0.0,0.0,0.0,-167.0,-126.0,-109.5,-65.5
2,A,Q10,cfB,0.0030058085674766755,0.012929545273340892,0.012929545273340892,27.0,0.5114795918367346,29.5,2.5,30.0,0.02777777777777779,4.0,0.0,4.0,1.6758682869744614,-0.5,-43.5,-5.5,0.0,0.0,-122.5,-63.5,-98.5,-43.5
2,A,Q10,cfC,0.008797593218759281,0.03424401197604798,0.03140310288513881,19.5,0.47580645161290325,25.5,6.0,25.5,0.02361111111111111,4.0,0.5,3.5,1.4455411174094657,-0.5,-39.0,-3.0,0.5,0.0,-120.0,-62.0,-99.0,-39.0
2,A,Q10,cfD,0.0023970277981989474,0.020572263993316575,0.020572263993316686,13.0,0.36248948696383515,16.5,3.5,16.5,0.015277777777777779,1.5,0.0,1.5,0.8713144565756927,0.0,-32.5,0.0,0.0,0.0,-113.0,-54.0,-94.0,-32.5
2,A,Q25,cfA,0.00743120737676628,0.00469510559196662,0.0046951055919665086,5.0,0.06915714726767519,6.0,1.0,7.0,0.006481481481481477,2.0,0.0,2.0,0.3002493235175301,0.0,-66.5,0.0,0.0,0.0,-167.0,-126.0,-109.5,-65.5
