section,artifact_path,artifact_type,n_rows,recover_fail_raw_key_present,recover_fail_numeric_vector,backend_fail_raw_key_present,backend_fail_numeric_vector,is_mixed_scheduler_bank,recover_fail_present,recover_fail_nan_count,recover_fail_all_zero,recover_fail_constant,recover_fail_frequency,backend_fail_present,backend_fail_nan_count,backend_fail_all_zero,backend_fail_constant,backend_fail_frequency,service_time_present_exact,service_time_derived_present,service_time_nan_count,service_time_constant,service_cost_present_exact,service_cost_derived_present,service_cost_nan_count,service_cost_constant,recover_fail_attack_frequency,recover_fail_clean_frequency,recover_corr_backend,recover_corr_product_proxy,recover_corr_additive_proxy,recover_corr_service_time,recover_corr_service_cost,holdout_id,budget,variant,served_attack_jobs,served_clean_jobs,served_recover_fail_attack_jobs,served_recover_fail_clean_jobs,served_recover_fail_attack_rate,served_recover_fail_clean_rate,served_backend_fail_attack_jobs,served_backend_fail_clean_jobs,served_backend_fail_attack_rate,served_backend_fail_clean_rate,served_recover_backend_corr
bank_field,metric/case14/mixed_bank_fit.npy,source_train_bank,218,True,True,True,True,True,True,0,True,True,0.0,True,0,False,False,0.04128440366972477,False,True,0,False,False,True,0,False,0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
bank_field,metric/case14/mixed_bank_eval.npy,source_val_bank,278,True,True,True,True,True,True,0,True,True,0.0,True,0,False,False,0.03597122302158273,False,True,0,False,False,True,0,False,0.0,0.0,nan,nan,nan,nan,nan,,,,,,,,,,,,,,
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfB_backloaded_1_seed20260522_off1200,1,native_safeguarded_retune,10,0,0,0,0.0,0.0,8,0,0.8,0.0,nan
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfC_interleaved_0_seed20260611_off1260,1,native_safeguarded_retune,13,0,2,0,0.15384615384615385,0.0,10,0,0.7692307692307693,0.0,0.23354968324845687
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfC_interleaved_1_seed20260612_off1320,1,native_safeguarded_retune,9,0,0,0,0.0,0.0,9,0,1.0,0.0,nan
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfD_tailheavy_0_seed20260621_off1380,1,native_safeguarded_retune,9,0,0,0,0.0,0.0,9,0,1.0,0.0,nan
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfD_tailheavy_1_seed20260622_off1440,1,native_safeguarded_retune,5,0,0,0,0.0,0.0,3,0,0.6,0.0,nan
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfA_frontloaded_0_seed20260511_off1020,2,native_safeguarded_retune,8,0,1,0,0.125,0.0,5,0,0.625,0.0,0.2927700218845599
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfA_frontloaded_1_seed20260512_off1080,2,native_safeguarded_retune,10,0,1,0,0.1,0.0,6,0,0.6,0.0,0.2721655269759088
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfB_backloaded_0_seed20260521_off1140,2,native_safeguarded_retune,16,0,1,0,0.0625,0.0,11,0,0.6875,0.0,0.17407765595569782
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfB_backloaded_1_seed20260522_off1200,2,native_safeguarded_retune,11,0,0,0,0.0,0.0,9,0,0.8181818181818182,0.0,nan
holdout_variant_distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfC_interleaved_0_seed20260611_off1260,2,native_safeguarded_retune,17,0,3,0,0.17647058823529413,0.0,14,0,0.8235294117647058,0.0,0.21428571428571427
