proxy,budget,variant,mean_rank_score,rank,product_proxy_rank,spearman_with_product_ordering,rank_ordering
success_burden_proxy,1,phase3_oracle_upgrade,-0.05001941878865619,1.5,7.5,-0.9999999999999998,native_unconstrained_retune > phase3_oracle_upgrade > phase3_proposed > native_safeguarded_retune > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
product_proxy,2,source_frozen_transfer,0.17722833468254356,1.0,1.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,topk_expected_consequence,0.13216015222761318,2.0,2.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,winner_replay,0.12639928148054208,3.0,3.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,anchored_retune,0.05430278772042975,6.0,6.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,native_safeguarded_retune,0.0156093090988977,7.0,7.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,native_unconstrained_retune,0.08328306241820325,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,phase3_proposed,0.0008640167192446268,8.0,8.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
product_proxy,2,phase3_oracle_upgrade,0.08328306241820325,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,source_frozen_transfer,0.16429933048492568,1.0,1.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,topk_expected_consequence,0.12468314297095565,2.0,2.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,winner_replay,0.11990913882201752,3.0,3.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,anchored_retune,0.05005582274802441,6.0,6.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,native_safeguarded_retune,0.014214528605663423,7.0,7.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,native_unconstrained_retune,0.07599887878154035,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,phase3_proposed,0.0010288639388990842,8.0,8.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
additive_proxy,2,phase3_oracle_upgrade,0.07599887878154035,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,source_frozen_transfer,0.5599895884411159,1.0,1.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,topk_expected_consequence,0.4110549133353064,2.0,2.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,winner_replay,0.3980212645541937,3.0,3.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,anchored_retune,0.16818886455644058,6.0,6.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,native_safeguarded_retune,0.050195105657386274,7.0,7.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,native_unconstrained_retune,0.26117650225859024,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,phase3_proposed,0.002729250701682449,8.0,8.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
backend_success_proxy,2,phase3_oracle_upgrade,0.26117650225859024,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,source_frozen_transfer,0.1849911797527791,1.0,1.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,topk_expected_consequence,0.13793095127630736,2.0,2.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,winner_replay,0.13186273738586302,3.0,3.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,anchored_retune,0.0565826577103393,6.0,6.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,native_safeguarded_retune,0.016383782444970536,7.0,7.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,native_unconstrained_retune,0.08689280283235806,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,phase3_proposed,0.0009174267916492041,8.0,8.0,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
recovery_aware_proxy,2,phase3_oracle_upgrade,0.08689280283235806,4.5,4.5,0.9999999999999998,source_frozen_transfer > topk_expected_consequence > winner_replay > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > native_safeguarded_retune > phase3_proposed
burden_proxy,2,source_frozen_transfer,-0.9739406384148388,8.0,1.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,topk_expected_consequence,-0.898888273193527,7.0,2.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,winner_replay,-0.8553212871051243,6.0,3.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,anchored_retune,-0.3452630024510116,3.0,6.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,native_safeguarded_retune,-0.07201202330937614,2.0,7.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,native_unconstrained_retune,-0.35112499177811685,4.5,4.5,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,phase3_proposed,-0.026316415743378414,1.0,8.0,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
burden_proxy,2,phase3_oracle_upgrade,-0.35112499177811685,4.5,4.5,-0.9999999999999998,phase3_proposed > native_safeguarded_retune > anchored_retune > native_unconstrained_retune > phase3_oracle_upgrade > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,source_frozen_transfer,-9.826985796971133,8.0,1.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,topk_expected_consequence,-9.245945111450057,7.0,2.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,winner_replay,-8.739063010980116,6.0,3.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,anchored_retune,-3.1630377082547145,5.0,6.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,native_safeguarded_retune,-0.5255746574670259,2.0,7.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,native_unconstrained_retune,-2.931847275525702,3.5,4.5,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,phase3_proposed,-0.30415186809990447,1.0,8.0,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
success_burden_proxy,2,phase3_oracle_upgrade,-2.931847275525702,3.5,4.5,-0.927710843373494,phase3_proposed > native_safeguarded_retune > native_unconstrained_retune > phase3_oracle_upgrade > anchored_retune > winner_replay > topk_expected_consequence > source_frozen_transfer
