method,calibration_mode,alpha,fail_cap_quantile,B,n,recall,recall_median,scheduler_recall,scheduler_recall_median,backend_fail,backend_fail_median,cost,cost_median,unnecessary,unnecessary_median,served_ratio,served_ratio_median,served_attack_mass,served_attack_mass_median,backend_success_attack_mass,backend_success_attack_mass_median,clean_service,clean_service_median,recover_fail,recover_fail_median,delay_p50,delay_p50_median,delay_p95,delay_p95_median,average_service_time,average_service_time_median,average_service_cost,average_service_cost_median
TRBG-native-burden,TRBG-native-burden,1.0,0.8,2,8,0.16968859242291262,0.18000511199925645,0.16968859242291262,0.18000511199925645,126.25,123.5,0.5287473375375296,0.5520370796006251,10.25,9.0,0.7323995616848848,0.7606411350544058,70.0875,65.575,18.96875,18.974999999999998,10.25,9.0,7.75,8.5,0.0,0.0,6.6624999999999925,7.5,20.03974412600219,18.348529221841282,1.8596841039230454,1.8902706899457264
TRBG-native-burden,TRBG-native-burden,1.0,0.9,1,8,0.09298412923684013,0.09412970976001955,0.09298412923684013,0.09412970976001955,101.375,98.5,0.3684375680021522,0.3636787293204874,9.375,9.0,0.5596568661338472,0.5672283435526255,47.50625,48.375,10.493749999999999,9.3,9.375,9.0,6.5,6.5,0.25,0.0,8.0125,8.049999999999997,15.87906114668689,14.976201803193696,1.6953310995163182,1.5891476609200492
TRBG-native-burden,TRBG-native-burden,1.0,0.9,2,8,0.16968859242291262,0.18000511199925645,0.16968859242291262,0.18000511199925645,126.25,123.5,0.5287473375375296,0.5520370796006251,10.25,9.0,0.7323995616848848,0.7606411350544058,70.0875,65.575,18.96875,18.974999999999998,10.25,9.0,7.75,8.5,0.0,0.0,6.6624999999999925,7.5,20.03974412600219,18.348529221841282,1.8596841039230454,1.8902706899457264
TRBG-native-burden,TRBG-native-burden,1.0,0.95,1,8,0.09298412923684013,0.09412970976001955,0.09298412923684013,0.09412970976001955,101.375,98.5,0.3684375680021522,0.3636787293204874,9.375,9.0,0.5596568661338472,0.5672283435526255,47.50625,48.375,10.493749999999999,9.3,9.375,9.0,6.5,6.5,0.25,0.0,8.0125,8.049999999999997,15.87906114668689,14.976201803193696,1.6953310995163182,1.5891476609200492
TRBG-native-burden,TRBG-native-burden,1.0,0.95,2,8,0.16968859242291262,0.18000511199925645,0.16968859242291262,0.18000511199925645,126.25,123.5,0.5287473375375296,0.5520370796006251,10.25,9.0,0.7323995616848848,0.7606411350544058,70.0875,65.575,18.96875,18.974999999999998,10.25,9.0,7.75,8.5,0.0,0.0,6.6624999999999925,7.5,20.03974412600219,18.348529221841282,1.8596841039230454,1.8902706899457264
TRBG-native-burden,TRBG-native-burden,1.0,1.0,1,8,0.09298412923684013,0.09412970976001955,0.09298412923684013,0.09412970976001955,101.375,98.5,0.3684375680021522,0.3636787293204874,9.375,9.0,0.5596568661338472,0.5672283435526255,47.50625,48.375,10.493749999999999,9.3,9.375,9.0,6.5,6.5,0.25,0.0,8.0125,8.049999999999997,15.87906114668689,14.976201803193696,1.6953310995163182,1.5891476609200492
TRBG-native-burden,TRBG-native-burden,1.0,1.0,2,8,0.16968859242291262,0.18000511199925645,0.16968859242291257,0.18000511199925645,126.25,123.5,0.5287473375375296,0.5520370796006251,10.25,9.0,0.7323995616848848,0.7606411350544058,70.0875,65.575,18.96875,18.974999999999998,10.25,9.0,7.75,8.5,0.0,0.0,6.6624999999999925,7.5,20.03974412600219,18.348529221841282,1.8596841039230454,1.8902706899457264
TRBG-native-burden,TRBG-native-burden,2.0,0.8,1,8,0.092755197720986,0.0961836651352731,0.092755197720986,0.0961836651352731,100.375,96.5,0.36585316870049067,0.359259685529971,8.375,8.0,0.5551596410977362,0.563815434430653,49.012499999999996,51.150000000000006,10.54375,10.225,8.375,8.0,6.625,7.0,0.25,0.0,7.668749999999999,8.0,15.075350207007844,14.371136729721977,1.70706723508507,1.7176172312707045
TRBG-native-burden,TRBG-native-burden,2.0,0.8,2,8,0.1707305921527195,0.17551724137931035,0.1707305921527195,0.17551724137931035,125.0,123.0,0.5198327214550741,0.5406942786490445,9.875,8.5,0.7276032176617713,0.761000911992704,71.20625,66.27499999999999,19.225,18.724999999999998,9.875,8.5,7.75,8.0,0.0,0.0,7.074999999999999,7.0,20.08811127135828,18.556181034195248,1.8431263073192792,1.9116702861630332
TRBG-native-burden,TRBG-native-burden,2.0,0.9,1,8,0.092755197720986,0.0961836651352731,0.092755197720986,0.0961836651352731,100.375,96.5,0.36585316870049067,0.359259685529971,8.375,8.0,0.5551596410977362,0.563815434430653,49.012499999999996,51.150000000000006,10.54375,10.225,8.375,8.0,6.625,7.0,0.25,0.0,7.668749999999999,8.0,15.075350207007844,14.371136729721977,1.70706723508507,1.7176172312707045
