holdout_id,budget,comparator,match_type,comparator_scheduler_recall,comparator_absolute_recall,source_retained_absolute_recall,source_retained_scheduler_recall,source_retained_served_attack_mass,source_retained_backend_fail,source_retained_cost,source_retained_clean,source_retained_served_count,source_minus_comparator_scheduler_recall,source_minus_comparator_absolute_recall
cfC_interleaved_1_seed20260612_off1320,2,topk_expected_consequence,cost,0.11662125340599436,0.1132275132275132,0.18941798941798935,0.1950953678474111,55.849999999999945,110,313.5095641547823,25,136,0.07847411444141675,0.07619047619047614
cfC_interleaved_1_seed20260612_off1320,2,topk_expected_consequence,backend_fail,0.11662125340599436,0.1132275132275132,0.202116402116402,0.2081743869209805,59.04999999999993,121,370.48520214476684,32,151,0.09155313351498615,0.0888888888888888
cfC_interleaved_1_seed20260612_off1320,2,topk_expected_consequence,clean_service,0.11662125340599436,0.1132275132275132,0.202116402116402,0.2081743869209805,59.04999999999993,120,375.4090396015572,31,150,0.09155313351498615,0.0888888888888888
cfD_tailheavy_0_seed20260621_off1380,2,topk_expected_consequence,served_count,0.07740152038700755,0.07542087542087542,0.07542087542087542,0.07740152038700755,55.90000000000005,115,226.26857086054224,24,125,0.0,0.0
cfD_tailheavy_0_seed20260621_off1380,2,topk_expected_consequence,cost,0.07740152038700755,0.07542087542087542,0.0835016835016835,0.08569454042847265,57.10000000000005,115,224.4866837602858,24,126,0.008293020041465093,0.008080808080808077
cfD_tailheavy_0_seed20260621_off1380,2,topk_expected_consequence,backend_fail,0.07740152038700755,0.07542087542087542,0.0835016835016835,0.08569454042847265,57.10000000000005,115,224.4866837602858,24,126,0.008293020041465093,0.008080808080808077
cfD_tailheavy_0_seed20260621_off1380,2,topk_expected_consequence,clean_service,0.07740152038700755,0.07542087542087542,0.0835016835016835,0.08569454042847265,57.10000000000005,115,224.4866837602858,24,126,0.008293020041465093,0.008080808080808077
cfD_tailheavy_1_seed20260622_off1440,2,topk_expected_consequence,served_count,0.13670539986329452,0.13468013468013462,0.175084175084175,0.17771701982228286,53.90000000000004,91,199.75268294867692,12,114,0.04101161995898833,0.04040404040404039
cfD_tailheavy_1_seed20260622_off1440,2,topk_expected_consequence,cost,0.13670539986329452,0.13468013468013462,0.09427609427609425,0.09569377990430616,34.699999999999996,85,178.10939127667098,12,98,-0.04101161995898836,-0.04040404040404037
cfD_tailheavy_1_seed20260622_off1440,2,topk_expected_consequence,backend_fail,0.13670539986329452,0.13468013468013462,0.19124579124579116,0.1941216678058782,56.30000000000005,91,200.7645332168163,12,116,0.05741626794258367,0.05656565656565654
cfD_tailheavy_1_seed20260622_off1440,2,topk_expected_consequence,clean_service,0.13670539986329452,0.13468013468013462,0.19124579124579116,0.1941216678058782,56.30000000000005,91,200.7645332168163,12,116,0.05741626794258367,0.05656565656565654
cfA_frontloaded_0_seed20260511_off1020,2,winner_replay,served_count,0.1470137825421133,0.1391304347826087,0.13671497584541062,0.14446145992853496,58.95000000000002,140,257.64853763260726,7,167,-0.0025523226135783506,-0.0024154589371980784
cfA_frontloaded_0_seed20260511_off1020,2,winner_replay,cost,0.1470137825421133,0.1391304347826087,0.13671497584541062,0.14446145992853496,56.70000000000002,137,247.94362962394916,7,164,-0.0025523226135783506,-0.0024154589371980784
cfA_frontloaded_0_seed20260511_off1020,2,winner_replay,backend_fail,0.1470137825421133,0.1391304347826087,0.15120772946859903,0.1597753956100051,61.95000000000002,142,269.39494018486766,7,171,0.01276161306789178,0.012077294685990336
cfA_frontloaded_0_seed20260511_off1020,2,winner_replay,clean_service,0.1470137825421133,0.1391304347826087,0.18743961352657004,0.1980602348136804,80.70000000000002,167,314.80429381440626,12,201,0.051046452271567094,0.048309178743961345
cfA_frontloaded_1_seed20260512_off1080,2,winner_replay,served_count,0.1430020283975659,0.13623188405797101,0.14347826086956522,0.15060851926977686,68.85000000000001,150,347.65508371068427,12,179,0.007606490872210964,0.007246376811594207
