source,initial_complex_RMSE,recovered_complex_RMSE,termination,iterations,internal_forwards
OPSD_DE_2016-05-15,0.0031457620399816463,0.002835798673342791,HARD_ITERATION_CAP,1000,1000
OPSD_DE_2016-07-15,0.0013392805855341695,0.0019317121084921392,HARD_ITERATION_CAP,1000,1000
