source,arm,points,DDD,BDD,mean_complex_RMSE,mean_OPF_objective
OPSD_DE_2016-05-15,N,12,12,1,0.0018727918568918207,8350.267805330624
OPSD_DE_2016-05-15,I,12,12,1,0.001930636261567183,8348.7847237084
OPSD_DE_2016-05-15,D,12,12,1,0.0019136120766499566,8348.905803797703
OPSD_DE_2016-07-15,N,12,12,0,0.0014812141493726345,15640.437734412977
OPSD_DE_2016-07-15,I,12,12,0,0.0015990410278834246,15667.863899007876
OPSD_DE_2016-07-15,D,12,12,0,0.0015923516971146103,15665.571041616675
